Role,RoleCMDLet,Parameters
"View-Only Configuration","Get-RoleGroup","Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;OutBuffer;OutVariable;ReadFromDomainController;ResultSize;ShowPartnerLinked;SortBy;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-RoleAssignmentPolicy","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-RetentionPolicyTag","Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeSystemTags;Mailbox;OptionalInMailbox;OutBuffer;OutVariable;Types;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-RetentionPolicy","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ResourceConfig","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-RemoteDomain","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-RecipientFilterConfig","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ReceiveConnector","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-RMSTemplate","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ResultSize;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-PublicFolderAdministrativePermission","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Owner;Server;User;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-PopSettings","Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-PhysicalAvailabilityReport","DailyStatistics;Database;Debug;DomainController;EndDate;ErrorAction;ErrorVariable;ExchangeServer;OutBuffer;OutVariable;ReportingDatabase;ReportingPeriod;ReportingServer;StartDate;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-OwaMailboxPolicy","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-OutlookProvider","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-OutlookProtectionRule","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-OrganizationRelationship","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-OrganizationConfig","Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-OfflineAddressBook","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-NetworkConnectionInfo","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-MessageClassification","Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeLocales;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-MessageCategory","Debug;DomainController;ErrorAction;ErrorVariable;Identity;Mailbox;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-Message","BookmarkIndex;BookmarkObject;Debug;ErrorAction;ErrorVariable;Filter;Identity;IncludeBookmark;IncludeComponentLatencyInfo;IncludeRecipientInfo;OutBuffer;OutVariable;Queue;ResultSize;ReturnPageInfo;SearchForward;Server;SortOrder;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ManagementScope","Debug;DomainController;ErrorAction;ErrorVariable;Exclusive;Identity;Orphan;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ManagementRoleEntry","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Parameters;PSSnapinName;Type;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ManagementRole","Cmdlet;CmdletParameters;Debug;DomainController;ErrorAction;ErrorVariable;GetChildren;Identity;OutBuffer;OutVariable;Recurse;RoleType;Script;ScriptParameters;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ManagedFolderMailboxPolicy","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ManagedFolder","Debug;DomainController;ErrorAction;ErrorVariable;Identity;Mailbox;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ManagedContentSettings","Debug;DomainController;ErrorAction;ErrorVariable;FolderName;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-MailboxServer","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-MailboxAuditBypassAssociation","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ResultSize;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-JournalRule","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ImapSettings","Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-IRMConfiguration","Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-IPBlockListProvidersConfig","Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-IPBlockListProvider","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-IPBlockListEntry","Debug;ErrorAction;ErrorVariable;Identity;IPAddress;OutBuffer;OutVariable;ResultSize;Server;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-IPBlockListConfig","Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-IPAllowListProvidersConfig","Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-IPAllowListProvider","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-IPAllowListEntry","Debug;ErrorAction;ErrorVariable;Identity;IPAddress;OutBuffer;OutVariable;ResultSize;Server;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-IPAllowListConfig","Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-GlobalAddressList","Debug;DefaultOnly;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ForeignConnector","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-FederationTrust","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-FederatedOrganizationIdentifier","Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeExtendedDomainInfo;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-FederatedDomainProof","Debug;DomainController;DomainName;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Thumbprint;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ExchangeServer","Debug;Domain;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ExchangeAssistanceConfig","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-EventLogLevel","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-EmailAddressPolicy","Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeMailboxSettingOnlyPolicy;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-EdgeSyncServiceConfig","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Site;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-EdgeSubscription","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-DomainController","Credential;Debug;DomainName;ErrorAction;ErrorVariable;Forest;GlobalCatalog;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-DetailsTemplate","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"View-Only Configuration","Get-DeliveryAgentConnector","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-DatabaseAvailabilityGroupNetwork","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-DatabaseAvailabilityGroup","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ContentFilterPhrase","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Phrase;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ContentFilterConfig","Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-CmdletExtensionAgent","Assembly;Debug;DomainController;Enabled;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ClientAccessServer","Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeAlternateServiceAccountCredentialStatus;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ClientAccessArray","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Site;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-AvailabilityConfig","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-AvailabilityAddressSpace","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-AdminAuditLogConfig","Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-AdSiteLink","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ActiveSyncOrganizationSettings","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ActiveSyncMailboxPolicy","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ActiveSyncDeviceClass","Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;OutBuffer;OutVariable;SortBy;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ActiveSyncDeviceAccessRule","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-AcceptedDomain","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ADSite","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ADServerSettings","Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Get-ADPermission","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Owner;User;Verbose;WarningAction;WarningVariable"
"View-Only Configuration","Export-UMCallDataRecord","ClientStream;Confirm;Date;Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;UMDialPlan;UMIPGateway;Verbose;WarningAction;WarningVariable;WhatIf"
"View-Only Configuration","Export-TransportRuleCollection","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;ExportLegacyRules;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"View-Only Configuration","Export-JournalRuleCollection","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;ExportLegacyRules;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"View-Only Configuration","Export-AutoDiscoverConfig","Confirm;Debug;DeleteConfig;DomainController;ErrorAction;ErrorVariable;MultipleExchangeDeployments;OutBuffer;OutVariable;PreferredSourceFqdn;SourceForestCredential;TargetForestCredential;TargetForestDomainController;Verbose;WarningAction;WarningVariable;WhatIf"
"View-Only Configuration","Export-ActiveSyncLog","Confirm;Debug;EndDate;ErrorAction;ErrorVariable;Filename;Force;OutBuffer;OutputPath;OutputPrefix;OutVariable;StartDate;UseGMT;Verbose;WarningAction;WarningVariable;WhatIf"
"Organization Client Access","Set-OrganizationConfig","EnableDownloadDomains;MitigationsEnabled"
"Organization Client Access","New-AuthServer","AuthMetadataUrl;Confirm;Debug;DomainController;DomainName;Enabled;ErrorAction;ErrorVariable;Name;OutBuffer;OutVariable;TrustAnySSLCertificate;Type;Verbose;WarningAction;WarningVariable;WhatIf"
"Organization Client Access","Set-AuthServer","AuthMetadataUrl;Confirm;Debug;DomainController;DomainName;Enabled;ErrorAction;ErrorVariable;Identity;IsDefaultAuthorizationEndpoint;Name;OutBuffer;OutVariable;RefreshAuthMetadata;TrustAnySSLCertificate;Verbose;WarningAction;WarningVariable;WhatIf"
"Organization Client Access","New-ClientAccessRule","Action;AnyOfAuthenticationTypes;AnyOfClientIPAddressesOrRanges;AnyOfProtocols;AnyOfSourceTcpPortNumbers;Confirm;Debug;DomainController;Enabled;ErrorAction;ErrorVariable;ExceptAnyOfAuthenticationTypes;ExceptAnyOfClientIPAddressesOrRanges;ExceptAnyOfProtocols;ExceptAnyOfSourceTcpPortNumbers;ExceptUserIsMemberOf;ExceptUsernameMatchesAnyOfPatterns;Name;OutBuffer;OutVariable;Priority;Scope;UserIsMemberOf;UsernameMatchesAnyOfPatterns;UserRecipientFilter;Verbose;WarningAction;WarningVariable;WhatIf"
"Organization Client Access","Test-ClientAccessRule","AuthenticationType;Debug;ErrorAction;ErrorVariable;OAuthClaims;OutBuffer;OutVariable;Protocol;RemoteAddress;RemotePort;User;Verbose;WarningAction;WarningVariable"
"Organization Client Access","Set-ClientAccessRule","Action;AnyOfAuthenticationTypes;AnyOfClientIPAddressesOrRanges;AnyOfProtocols;AnyOfSourceTcpPortNumbers;Confirm;Debug;DomainController;Enabled;ErrorAction;ErrorVariable;ExceptAnyOfAuthenticationTypes;ExceptAnyOfClientIPAddressesOrRanges;ExceptAnyOfProtocols;ExceptAnyOfSourceTcpPortNumbers;ExceptUserIsMemberOf;ExceptUsernameMatchesAnyOfPatterns;Identity;Name;OutBuffer;OutVariable;Priority;Scope;UserIsMemberOf;UsernameMatchesAnyOfPatterns;UserRecipientFilter;Verbose;WarningAction;WarningVariable;WhatIf"
"Organization Client Access","Get-CASMailboxPlan","ErrorAction;ErrorVariable;Filter;Identity;OutBuffer;OutVariable;ResultSize;SortBy;WarningAction;WarningVariable"
"Organization Client Access","Set-PartnerApplication","AcceptSecurityIdentifierInformation;AccountType;ActAsPermissions;ApplicationIdentifier;AppOnlyPermissions;AuthMetadataUrl;Confirm;Debug;DomainController;Enabled;ErrorAction;ErrorVariable;Identity;IssuerIdentifier;LinkedAccount;Name;OutBuffer;OutVariable;Realm;RefreshAuthMetadata;TrustAnySSLCertificate;Verbose;WarningAction;WarningVariable;WhatIf"
